# Tetrahedron method
       -1.4948412484        0.0000000000
       -1.4051507602        0.0000000000
       -1.3154602720        0.0000000000
       -1.2257697838        0.0000000000
       -1.1360792956        0.0000000000
       -1.0463888074        0.0000000000
       -0.9566983192        0.0000000000
       -0.8670078311        0.0000000000
       -0.7773173429        0.0000000000
       -0.6876268547        0.0000000000
       -0.5979363665        0.0000000000
       -0.5082458783        0.0000000000
       -0.4185553901        0.0000000000
       -0.3288649019        0.0000000000
       -0.2391744137        0.0000000000
       -0.1494839256        0.0000000000
       -0.0597934374        0.0000000000
        0.0298970508        0.0000079738
        0.1195875390        0.0001275816
        0.2092780272        0.0003907187
        0.2989685154        0.0007973853
        0.3886590036        0.0013475812
        0.4783494917        0.0029454732
        0.5680399799        0.0042445025
        0.6577304681        0.0056024221
        0.7474209563        0.0073869963
        0.8371114445        0.0096387381
        0.9268019327        0.0119696292
        1.0164924209        0.0145525363
        1.1061829091        0.0172485651
        1.1958733972        0.0201610937
        1.2855638854        0.0235268891
        1.3752543736        0.0271906544
        1.4649448618        0.0308853283
        1.5546353500        0.0350235466
        1.6443258382        0.0397928301
        1.7340163264        0.0444499069
        1.8237068145        0.0492108610
        1.9133973027        0.0547631462
        2.0030877909        0.0604601813
        2.0927782791        0.0663817223
        2.1824687673        0.0730819478
        2.2721592555        0.0800824185
        2.3618497437        0.0871873187
        2.4515402318        0.0950334435
        2.5412307200        0.1031046339
        2.6309212082        0.1116250347
        2.7206116964        0.1211794204
        2.8103021846        0.1310409590
        2.8999926728        0.1410896037
        2.9896831610        0.1529433369
        3.0793736492        0.1649492527
        3.1690641373        0.1769547653
        3.2587546255        0.1909487337
        3.3484451137        0.2060243986
        3.4381356019        0.2217926918
        3.5278260901        0.2391489061
        3.6175165783        0.2582405189
        3.7072070665        0.2787113780
        3.7968975546        0.3019345105
        3.8865880428        0.3269358312
        3.9762785310        0.3568379193
        4.0659690192        0.3916951327
        4.1556595074        0.4336396662
        4.2453499956        0.4891885694
        4.3350404838        0.6144469773
        4.4247309719        0.6330786326
        4.5144214601        0.6384329661
        4.6041119483        0.6447524450
        4.6938024365        0.6492780423
        4.7834929247        0.6533427825
        4.8731834129        0.6603177855
        4.9628739011        0.6641235409
        5.0525643893        0.6676942793
        5.1422548774        0.6734497899
        5.2319453656        0.6772336690
        5.3216358538        0.6822876606
        5.4113263420        0.6846841446
        5.5010168302        0.6900691259
        5.5907073184        0.6932905823
        5.6803978066        0.6957758274
        5.7700882947        0.6997613474
        5.8597787829        0.7063326929
        5.9494692711        0.7029629561
        6.0391597593        0.5948154353
        6.1288502475        0.5413512693
        6.2185407357        0.5077013246
        6.3082312239        0.4828514733
        6.3979217120        0.4765774064
        6.4876122002        0.4863790048
        6.5773026884        0.5205437572
        6.6669931766        0.5533514239
        6.7566836648        0.5837310615
        6.8463741530        0.3858379124
        6.9360646412        0.2667884192
        7.0257551294        0.1127020194
        7.1154456175        0.0747600612
        7.2051361057        0.0781714379
        7.2948265939        0.0815485578
        7.3845170821        0.0848111131
        7.4742075703        0.0880572170
        7.5638980585        0.0914777746
        7.6535885467        0.0956901200
        7.7432790348        0.0997875069
        7.8329695230        0.1038608777
        7.9226600112        0.1078559718
        8.0123504994        0.1127264379
        8.1020409876        0.1179069532
        8.1917314758        0.1229810133
        8.2814219640        0.1280672959
        8.3711124521        0.1337402253
        8.4608029403        0.1403039875
        8.5504934285        0.1468048816
        8.6401839167        0.1531982244
        8.7298744049        0.1607426041
        8.8195648931        0.1690334889
        8.9092553813        0.1772790925
        8.9989458695        0.1857256885
        9.0886363576        0.1964167589
        9.1783268458        0.2073195223
        9.2680173340        0.2184966937
        9.3577078222        0.2318573914
        9.4473983104        0.2468203864
        9.5370887986        0.2625932017
        9.6267792868        0.2818243259
        9.7164697749        0.3042679837
        9.8061602631        0.3302290604
        9.8958507513        0.3651642731
        9.9855412395        0.4115136281
       10.0752317277        0.4843041689
       10.1649222159        0.6645690471
       10.2546127041        0.5828976672
       10.3443031923        0.4083782633
       10.4339936804        0.2715338993
       10.5236841686        0.2406348145
       10.6133746568        0.2138627056
       10.7030651450        0.1878422638
       10.7927556332        0.1646953807
       10.8824461214        0.1359904232
       10.9721366096        0.1113575513
       11.0618270977        0.0804504149
       11.1515175859        0.0767114230
       11.2412080741        0.0998218245
       11.3308985623        0.1209041480
       11.4205890505        0.1639675696
       11.5102795387        0.2476391406
       11.5999700269        0.3702172522
       11.6896605150        0.4153682136
       11.7793510032        0.4556351669
       11.8690414914        0.4819983137
       11.9587319796        0.4997264472
       12.0484224678        0.5408692130
       12.1381129560        0.5481917783
       12.2278034442        0.5027059630
       12.3174939324        0.4308559664
       12.4071844205        0.3951008090
       12.4968749087        0.3708309799
       12.5865653969        0.3499094258
       12.6762558851        0.3343158895
       12.7659463733        0.3200900109
       12.8556368615        0.3068842169
       12.9453273497        0.2957474353
       13.0350178378        0.2848740086
       13.1247083260        0.2747601541
       13.2143988142        0.2652731249
       13.3040893024        0.6002369542
       13.3937797906        0.8396247257
       13.4834702788        1.1595364260
       13.5731607670        1.7928671531
       13.6628512551        2.1299760341
       13.7525417433        2.2781360415
       13.8422322315        2.4760956410
       13.9319227197        2.7543730880
       14.0216132079        3.2275429980
       14.1113036961        1.9218962780
       14.2009941843        1.4329475572
       14.2906846725        1.1529566722
       14.3803751606        0.9533835130
       14.4700656488        0.7949934735
       14.5597561370        0.6614215879
       14.6494466252        0.5419427908
       14.7391371134        0.4258495358
       14.8288276016        0.3032949867
       14.9185180898        0.1436029144
       15.0082085779        0.0000000000
       15.0978990661        0.0000000000
       15.1875895543        0.0000000000
       15.2772800425        0.0000000000
       15.3669705307        0.0000000000
       15.4566610189        0.0000000000
       15.5463515071        0.0000000000
       15.6360419952        0.0000000000
       15.7257324834        0.0000000000
       15.8154229716        0.0000000000
       15.9051134598        0.0000000000
       15.9948039480        0.0000000000
       16.0844944362        0.0000000000
       16.1741849244        0.0000000000
       16.2638754126        0.0000000000
       16.3535659007        0.0000000000
       16.4432563889        0.0000000000
